#Firma                                            Art      Vorw.     0130+
#-------------------------------------------------------------------------------
Tauber, Martin Hotline fuer Auto-CAD-Applikationen                  +3860
Taxi Schnitzler                                                     +860744
TBX Printware GmbH EDV-Printware                                    +7722
TCC (?)                                                             +817843
Techniker Krankenkasse Mo-Do 9-17h, Fr 9-13h HH                     +2533
Teewen GmbH                                                         +7799
Teewen GmbH  Nettetal                                               +814201
Tekno Buero- u. Kopierprod. Offenburg, Bestellserv                  +854878
TEKNO Handesges. mbH                                                +4115
Tektronix GmbH                                                      +5211
Tektronix GmbH, Ersatzteilservice                                   +4115
Telcon Autoversicherung, Hamburg                     NR             +3311
Tele Info Service 190 GmbH                                          +800348
Telecall Duesseldorf, Informationsnummer                            +800339
Telecom Daenemark                                                   +810030
Teledyne Relays                                                     +811230
Telefonaktion Holsteinische Schweiz                                 +826341
Telefonaktion Holsteinische Schweiz                                 +826342
Telefonaktion Holsteinische Schweiz                                 +826351
Telefonaktion Holsteinische Schweiz                                 +826352
Telefonkarten-Versandservice Ansagedienst                           +804545
Telefonkartenversandservice Nuernberg (Ansage)                      +800602
Teleinfoservice                                                     +810231
Telenational                                                        +819305
Telenational Communications autom., MFV                             +819485
Telenational Communications Operator in USA                         +817110
Telenational Communications Operator in USA                         +819486
Telenex Corp., Springfield Virginia                                 +810796
Telenorma direkt, Frankfurt                                         +7279
Telenorma Info-Service                               F              +860014
Telenorma Leitstelle Entgegenn. Stoerungsmeldungen                  +4900
TELENORMA Telefonbau und Normalzeit GmbH Vertriebsfoerderung        +2661
Telenorma, Frankfurt                                                +7060
Telenorma, zentr. Leitstelle Entgegenn. Stoerungsm                  +7596
Telerate Deutschland GmbH, Frankfurt/M., Hotline                    +6266
Telerent                                                            +9669
Telly International Longdistance Calls                              +817170
Temca Chemische Union GmbH                                          +4201
TEMPO Bestellservice Hamburg                                        +858484
Tepper Aufzuege Muenter                                             +824365
Teppich Kiebeck, Waltersdorf b. Berlin                              +7271
Teppichreinigung Ruhr                                               +2044
Terramar Reisen                                                     +4480
Texas Instruments                                                   +860386
Texas Instruments Schweiz                                           +812810
TFI Access Service (MFV Account No.)                                +816023
The Adager Corp. (MFV)                                              +810622
The Burmah Oil (Deutschland) GmbH                                   +5556
The Cavel (??) Center                                               +816047
The European                                                        +814089
The Executive Gallery                                               +810269
The Kyoei Mutural Fire and Marine Insurance                         +810044
The Leading Hotels of the World Ltd.                                +852110
The Phone Mail System, ext. 3600 (??) (MFV)                         +816043
Theater der Stadt Aalen                                             +837755
Thrifty Autovermietung                                              +854222
Thule (Autodachtraeger)                                             +818118
Thyssen                                                             +810003
Time Life Buecher/Videos, Bestellannahme                            +3232
Time Power                                                          +4838
Titan Reisen Nuernberg                                              +863828
TNT                                                                 +9911
TNT Express Speditions- und Transport GmbH Service                  +3355
TNT Koeln                                                           +2369
Tobit Software (kostenloser FaxBack Service)                        +119798
Torben Rafn & Co A/S International Transport                        +811572
Toshiba                                                             +820329
Toshiba                                                             +865050
Tours By Andrea                                                     +810161
Trade Wind Resorts Ltd.                                             +810645
Transatlantic Financial Group                                       +810839
Transco, Spedition, Konstanz                                        +860705
Transocean-Tours Seereisen, Bremen                                  +845318
Transporte Cugnone                                                  +810013
Transporte Enpoine                                                  +810057
Transporte Vachy                                                    +810027
TransZena                                                           +810019
Travel 24 (?)                                                       +814743
Travel Helpline Inc.                                                +859815
Travel Network Emergency Service                                    +810998
Travel Service Agency                                               +810047
Travelcard Hotline                                                  +2299
Traveling Software                                   F              +827990
Traveller Card (Notrufzentrale)                                     +5080
Treff Hotels, Arolsen                                               +858282
Trentino, aktuelles Schneetelefon                                   +857711
Triax A/S                                                           +859918
Triple T Sales International                                        +811210
Troisdorfer Bau & Kunststoff GmbH                                   +3303
Troller Staendelwagen GmbH Telefonservice                           +3738
TSS Tennis-, Ski- u. Sportschule Jens Weinberger, Stuttgart         +2920
TTW, Frankfurt                                                      +860203
TUEV Product Service, Abt. Kundenservice, ISO 9000                  +4000
TUI UrlaubsCenter                                                   +832060
Tulip Computers GmbH, Duesseldorf                                   +825771
TV Hoeren und Sehen - Probeheft-Bestellung                          +2636
TV Pur - Probeheft                                                  +2848
TWA (NUR FUER BERLIN)                                               +850608
TWA Trans World Airlines Reservierung, Information                  +5060
Twinhead Computer, Ratingen                                         +859463
U.S. Allegiance                                                     +811671
U.S.DOS,Canoga Park, CA (Software)                                  +812946
Ubico bring back GmbH                                               +5509
Ueberlandwerk No. Hannover                                          +2002
Ulrich, Friedrich, Privat- und Wirtschaftsdetektei                  +848418
Underberg-Firmengruppe, Bestellauftragsdienst                       +2124
Unger & Roth GbdR Finanz                                            +2488
Unilux Fenster Tueren                                               +840222
Union Carbide (USA?)                                 VM             +812395
Uniroyal Tuning Team                                                +840405
Uniroyal Tuning Team                                                +845858
United Airlines                                                     +816044
United Airlines Inc. Reservierung                                   +6616
United Parcel Service DialUp (PBX)                                  +810127
Unitel Commuications GmbH, Hamburg, Infoservice                     +800344
Unitrans (Frachtgut)                                                +861220
Unitravel Coorporation                                              +810973
UniVell Unix-System-Laboratories                                    +4454
Up To Date GmbH Hamburg                                             +848784
UPS Atlas Network (MFV, 7 digit UPS number)                         +810557
UPS Atlas Network (MFV, 7 digit UPS number)                         +810558
UPS Atlas Network (MFV, 7 digit UPS number)                         +816030
UPS Central District                                                +2230
UPS Nord-Distrikt                                                   +6630
UPS Sued-District                                                   +7730
US Military Realty Ltd.                                             +811488
US Robotics                                                         +816383
US Travel (?)                                                       +814730
US Travel (?)                                                       +814741
US Travel 24 (?)                                                    +814736
US Travel 24 (?)                                                    +814737
USA PDA Mailbox                                                     +812896
USAIR                                                               +3375
USG Corporation                                                     +819243
Ute's FlyingCenter                                                  +6556
UTS Umzugs- und Transport-Systeme, Mannheim                         +824511
VAG Bank, EuroCard / VW Card System Information                     +3188
VAG Umwelttelefon                                                   +848586
Van Asten                                                           +811665
Van der Graaf Spedition                                             +811673
Vanryn Gemnueseexport                                               +810562
VASCOM GmbH Stoerungsannahme                                        +7806
VDI Verein Deutscher Ingeneure                                      +3122
VDO Luftfahrtgeraete-Werk Adolf Schindling GmbH                     +855343
VDO Qualitaetskundendienst / Service-Telefon                        +2080
VEBA Wohnstaetten AG                                                +4630
Veer GmbH, Duesseldorf, Infoservice                                 +800331
Velsen v. & Blume Arzneimittel-Grosshandel                          +4546
VELUX GmbH Bauzubehoer                                              +4420
Venta Luftwaescher GmbH, Sofortberatung, Weingarten                 +4815
Vereinigte Versicherung                                             +4501
Vereins- und Westbank                                               +859814
Vereinsbank Luxemburg                                               +2632
Verkehrsamt Berlin                                                  +3150
Verlag Aenne-Burda GmbH & Co                                        +5300
Verlag Ulrich Simon CD-ROM Versand                                  +865170
Verlagsgruppe Deutscher Apotheker Verlag, Stuttg.                   +2990
Verlagshaus Duesseldorf, Kundenservice                              +3003
Verlipack Ges. fuer Verpackungsmaterialien mbH                      +3453
Versicherungsservice Merkur                                         +5507
VGF Fahrzeug-Datenbank zur Absatzfoerderung in Bayern GmbH          +7177
Vichy Pharma Kosmetik (- 49 7251 719666)           F?              +854468
Victor export                                                       +810138
Video Card Service                                                  +811684
Videotex GmbH, Hamburg                                              +800260
Vier Jahreszeiten Partnervermittlung                                +3344
Vier Jahreszeiten Partnervermittlung                                +3646
Vier Jahreszeiten Partnervermittlung                                +3993
Vier Jahreszeiten Partnervermittlung                                +848848
Vier Jahreszeiten Partnervermittlung                                +846641
Viktoria Internationale Spedition UTS                               +820114
VIS-Service der Allianz AG, Stuttgart (+49 711 217                  +2173
VISA Assistance Center (Card No.)                                   +811844
VISA Broschuerendienst                                              +0130
Visa Card Service                                                   +840022
VISA Card Service (Genehmigungsanfragen)                            +4557
VISA International                                                  +811882
VMB-Service                                                         +810741
Voice Message Xchange (VMX) in GB                                   +811586
VoiceCom (MFV ID no.)                                               +811111
Voicemailsystem                                                     +810440
VOKO Bueroeinrichtungen, Pohlheim                                   +866000
Volkswagen AG, Wolfsburg (MFV ID-No.)                               +5660
Volkswagen Presseabteilung                                          +5361
Volkswagen- und Audi-Hotline                                        +3102
Volkswagen-Audi Tax Free Sales                                      +854476
Volvey(?) Veterinaer GmbH +49 2161 30570            F?              +4670
Volvo Einsatzzentrale                                               +5153
Volvo Export                                                        +810010
Von Herz zu Herz, Marion Fenzl Partnerverm. GbR                     +830215
Vorwerk & Co Teppichwerke GmbH & Co KG, Hameln                      +7775
Vorwerk Teppichwerke, Hameln                                        +828801
VOX (TV-Sender) - Infotelefon & Voice-Mailbox                       +832200
VOX Talkline                                                        +2288
VW (aus der TV-Werbung)                                             +3222
VW Verkaufssteuerung PKW, Sprachspeicher (MFV)                      +5662
Waerme-Service Jahnsen (Waermeanlagenbetriebsges.)                  +4050
Waeschle Maschinenfabrik GmbH, Ravensbg +49 751 40                  +4084
Wagner Foerdertechnik                                               +863996
Wagner GmbH                                                         +5034
Wagonsly Travel Agency Assistance                                   +812001
Wahloffice (???)-system                                             +810115
WANG Deutschland GmbH Computer- u. Textsystemvertrieb               +4577
WANG Deutschland GmbH Direktvertrieb                                +6665
WANG Deutschland GmbH Zubehoerbestellung                            +6675
Warner Bros. Deutschland, Werbemittelversand                        +2913
Watcom, Livingstone, UK                                             +818862
Watson Doors & Son                                                  +812008
WB GmbH Bekleidungswerke Wilhelmshafen                              +2451
WDR 2 - Infoline zum neuen Programmschema                           +2722
WDR KuK Eintrittskartenverlosung                                    +839696
WDR Vorabend-Spielrunde                                             +861124
WDR1- *FAX* -Hotline                                                +115122
Weckerle, Peter                                                     +853044
Wefa & Co., Firma, Essen, Abt. BP Autoshopring                      +5122
Weight Watchers Diaet                                               +4778
Weight Watchers, Duesseldorf (MFV)                                  +5337
Weisser Ring - Kriminalitaetsopfer finden Hilfe      NR             +3499
Welm, Peter Ingenieur-Buero                                         +6789
Welt am Sonntag, Leserservice                                       +6060
Weltbild Magazin, religioeses Blatt                                 +828182
Wempe Uhren                                                         +863400
Wenzel, Detektei, Koeln                                             +3272
Werkstatt fuer TK-Anlagen Amex und FDA im FZA-S                     +800501
Wesser GmbH Sport Trainer Team                                      +7447
West/LB Duesseldorf, Wittkemper                                     +2589
Western Red Arrow Motel (MFV)                                       +812047
Westin Hotels                                                       +852662
Wettboerse, Fussballwetten                                          +822055
Whiskas-Telefon                                                     +848384
Wichmann                                                            +4647
Wilcom USA Inc.                                                     +811045
Wiliam Hill                                          F              +816272
WIN Holiday, Neu Isenburg                                           +865353
Windows World 93 Hotline                                            +860797
Winora Fahrraeder                                                   +850188
Wirtgen GmbH Ersatzteilservice                                      +5469
Wirtschaftsvereinigung Bauindustrie                                 +830106
Woelbern & Co, Bankhaus, Hamburg                                    +822131
Wohnboerse Rothaus (MFV)                                            +3226
Wolff Ost-Reisen GmbH, Furth im Wald                                +5082
Worad Airways Control (Sitzreservierung)                            +810137
Wordperfect Software GmbH Hotline                                   +837799
World Care International Assistance                                 +812041
World Direct Executive Telecom (MFV-card no.)                       +4749
World Industries Limited                                            +810896
World Vision (Kinderpatenschaften 3. Welt)                          +826282
World's Pharmacy Voice-Order Service                                +812343
Wort & Bild Konratshoehe GmbH & Co Schnelldienst                    +4488
Worthington Data Solutions                                          +812995
Wottrich Teppichreinigung, Duisburg                                 +854341
Wuerth GmbH & Co KG, Adolf Kundenberatung                           +5334
Wuerth GmbH & Co KG, Adolf Kundenservice                            +2019
Wuerttemberger Hypo, Stuttgart                                      +2096
Wuerttembergische Lebensversicherung                                +6663
Wuerttembergische Versicherung                                      +4277
Wuestenrot (Bausparkasse) +49 7141 161                              +830108
Yoriko Communications GmbH Duesseldorf                              +860404
Zahnaerztlicher Fachverlag Herne +49 2323 593141                    +5931
Zapf Transporte GmbH, Klaus E.H. Umzuege                            +6111
ZDF, Info zu Empfang ueber Astra 1c                                 +862211
Zeelandia Backmittel GmbH                                           +7119
Zenith Data Systems GmbH, Dreieich (- 06103 3980)                  +852272
Zentrale Zimmervermittlung Mittlerer Schwarzwald                    +3800
Zentraler Auftragsdienst, Muenchen                                  +2327
Zentraler Auftragsdienst, Muenchen                                  +4116
Zentraler Auftragsdienst, Muenchen                                  +5474
Ziff Comm. Co., Comp. Library Support (Demo Disk)                   +819264
Zollitsch Gramtz + Partner KG Brillenmacher                         +3336
